tema,articulo,contenido
y en el futuro el cumplimiento de las obligaciones salariales ordinarias y extraordinarias deberá 
CÓDIGO DE TRABAJO 
 
220 
Incluye las modificaciones de la Ley N° 9343 “Reforma Procesal Laboral” 
ajustarse a las prestaciones correspondientes a una relación inalterada. Igual regla se aplicará al 
disfrute de vacaciones y cualquier otro derecho derivado del contrato de trabajo o de la ley. 
(Modificado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016)"
código de trabajo costa rica,ARTICULO 567.-,"Cuando en sentencia firme se condene a la parte demandada a pagar salarios 
adeudados, además del pago al trabajador del salario que le corresponda, de acuerdo con el contrato 
de trabajo y a los derechos derivados de la antigüedad acumulada, deberá pagarle a la Caja 
Costarricense de Seguro Social (CCSS) las cuotas obrero-patronales y demás obligaciones 
adeudadas a la seguridad social correspondientes al período laborado, aun cuando dicha institución 
no haya sido parte en el proceso. 
(Modificado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016)"
código de trabajo costa rica,ARTICULO 568.-,"El pago de los salarios caídos solo será procedente cuando no exista impedimento 
legal en virtud de haber ocupado la persona un cargo que lo impida. En tal caso solo procederá la 
diferencia, si el salario que hubiera estado recibiendo fuera inferior. 
(Modificado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016) 
SECCIÓN IV 
Efectos"
código de trabajo costa rica,ARTÍCULO 569.-,"Las sentencias del ordinario laboral, incluidas las anticipadas y las dictadas en los 
procesos especiales sobre seguridad social, protección de fueros especiales, restitución o 
reubicación de trabajadores o trabajadoras en caso de riesgo de trabajo, así como en contenciones 
surgidas en el proceso de distribución de prestaciones de personas fallecidas regulado en este 
Código, producirán los efectos de la cosa juzgada material. Las demás sentencias, salvo disposición 
en contrario en la ley, producirán únicamente cosa juzgada formal. 
(Modificado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016) 
CAPÍTULO NOVENO 
Disposiciones sobre las formas anormales de la terminación del proceso 
(Adicionado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016)"
código de trabajo costa rica,ARTÍCULO 570.-,"Salvo disposición especial en contrario, el desistimiento, la renuncia del derecho, 
la deserción, la satisfacción extraprocesal, la transacción y los acuerdos conciliatorios le pondrán 
CÓDIGO DE TRABAJO 
 
221 
Incluye las modificaciones de la Ley N° 9343 “Reforma Procesal Laboral” 
también término al proceso. Es aplicable lo que dispone al respecto la legislación procesal civil, con 
las siguientes modificaciones: 
1.- La renuncia, la transacción y la conciliación solo se considerarán válidas y eficaces cuando se 
refieran a derechos disponibles. 
2.- La transacción y conciliación deben ser homologadas y el pronunciamiento respectivo tiene el 
carácter de sentencia, con autoridad de cosa juzgada material, y admite el recurso previsto para ese 
tipo de resoluciones. Una vez firme será ejecutable del mismo modo que las sentencias. 
3.- La deserción es procedente a solicitud de parte en los asuntos contenciosos en que haya embargo 
de bienes o alguna otra medida precautoria con efectos perjudiciales de naturaleza patrimonial para 
el demandado, siempre y cuando el abandono se deba a omisión del actor en el cumplimiento de 
algún requisito o acto, sin el cual el proceso no puede continuar. También, procederá cuando no se 
produzcan esos efectos perjudiciales para el demandado, aun de oficio, cuando el proceso, una vez 
trabada la litis, no pueda continuar por culpa de la parte. 
4.- La satisfacción extraprocesal podrá apreciarse de oficio o a solicitud de parte. Si posteriormente 
se revocara o de cualquier forma se afectará el acto de reconocimiento, la parte interesada podrá 
gestionar la reanudación del proceso a partir de la etapa en que se hallaba, sin necesidad de ninguna 
gestión administrativa previa en el caso de las administraciones públicas. Si la demanda llegara a 
prosperar, la condenatoria a la parte demandada al pago de las costas será imperativa. 
En todos estos casos, excepto en los acuerdos conciliatorios, la terminación del proceso se acordará 
oyendo previamente por tres días a la parte contraria. 
(Modificado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016) 
CAPÍTULO DÉCIMO 
Procedimiento de ejecución 
(Adicionado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016)"
código de trabajo costa rica,ARTÍCULO 571.-,"Las sentencias firmes, las transacciones o los acuerdos conciliatorios y cualquier 
pronuncia- miento ejecutorio serán ejecutados por el mismo tribunal que conoció del proceso, o por 
un juzgado especializa- do para el trámite de ejecuciones creado por la Corte Suprema de Justicia, 
según disposiciones de atribución de competencia que establezca. 
Las decisiones concretas o específicas, para cuyo cumplimiento no se requiere ninguna actividad 
adicional de fijación de alcances, serán ejecutadas inmediatamente después de la firmeza del 
pronunciamiento, de oficio o a solicitud de parte, verbal o escrita. 
CÓDIGO DE TRABAJO 
 
222 
Incluye las modificaciones de la Ley N° 9343 “Reforma Procesal Laboral” 
Los acuerdos conciliatorios extrajudiciales que de acuerdo con la ley tengan autoridad de cosa 
juzgada se ejecutarán por medio de este procedimiento. 
Cuando se haya reservado la fijación de montos para la fase de ejecución de la sentencia, y en 
cualquier otro supuesto de liquidación de sumas de dinero, la parte interesada deberá presentar la 
tasación o liquidación correspondiente, con respeto de las bases establecidas en el fallo o acuerdo 
y con la sustentación de las pruebas que fueran estrictamente necesarias. La gestión será trasladada 
a la parte contraria por tres días, dentro de los cuales podrá glosar cada uno de los extremos 
liquidados y hacer las objeciones y el ofrecimiento de las pruebas que estime pertinentes. Si fuera 
necesario evacuar probanzas periciales o declaraciones, se estará a lo dispuesto para el proceso 
ordinario y la cuestión se substanciará sumariamente en una audiencia; en ese caso, se deberá 
dictar la sentencia en la misma audiencia o a más tardar dentro del plazo señalado para el 
procedimiento ordinario, bajo pena de nulidad de la audiencia, si ese plazo es incumplido. En el caso 
contrario, evacuado el traslado, se dictará sentencia dentro del término de ocho días, después de 
presentada la contestación. 
Cuando sea necesario determinar aspectos técnicos se acudirá a peritos oficiales y, de no haberlos 
en el ramo de interés, se designarán a costa del Estado. 
Cuando en virtud de sentencia firme se declare el incumplimiento de una convención colectiva, en la 
etapa de ejecución de sentencia, el sindicato accionante deberá presentar la correspondiente 
liquidación, incluyendo la liquidación de los daños y perjuicios causados a los trabajadores 
singularmente afectados. 
(Modificado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016)"
código de trabajo costa rica,ARTICULO 572.-,"El cumplimiento patrimonial forzoso se llevará a cabo de acuerdo con las 
disposiciones de la legislación procesal civil, o de las disposiciones del proceso contencioso-
administrativo en el caso de ejecuciones contra el Estado o sus instituciones. 
La práctica material del embargo, cuando sea necesaria, la realizará con carácter de oficial público 
y como parte de sus tareas o funciones, sin cobro alguno de honorarios, un asistente judicial del 
despacho. 
(Modificado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016)"
código de trabajo costa rica,ARTICULO 573.-,"La parte demandada tendrá obligación de ejecutar la sentencia o resolución 
interlocutoria que ordene la reinstalación de una persona trabajadora a su puesto, de forma 
inmediata, sin perjuicio de lo que se resuelva en definitiva, readmitiéndola y restituyéndola en todos 
CÓDIGO DE TRABAJO 
 
223 
Incluye las modificaciones de la Ley N° 9343 “Reforma Procesal Laboral” 
los derechos adquiridos y demás extremos que resulten de la sentencia o resolución o del 
ordenamiento. 
En el caso de que se haya dado una reestructuración de plazas, cuando fuera imposible reinstalar 
en el mismo puesto al victorioso, el patrono deberá poner a disposición del trabajador la oportunidad 
de escoger otro puesto de similar clasificación e idéntico salario al que tenía antes del despido, según 
las opciones de que organizacional- mente disponga el patrono en ese momento. En caso de 
imposibilidad, deberá proceder al pago de salarios caídos, de los daños y perjuicios y de los demás 
derechos laborales según la ley. Si la persona trabajadora a reinstalar goza de un fuero especial de 
protección, no procederá el alegato de imposibilidad, por lo que deberá aplicarse lo dispuesto en el 
artículo 576. 
(Modificado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016)"
código de trabajo costa rica,ARTICULO 574.-,"Si la reinstalación no se pudiera realizar por obstáculo de la parte patronal o si la 
parte interesada así lo prefiriera, podrá presentarse al respectivo centro de trabajo dentro de los ocho 
días siguientes a la notificación de la sentencia o resolución a reasumir sus labores, en compañía de 
un notario público o de la autoridad administrativa de trabajo de la jurisdicción, o bien, solicitar al 
juzgado, en forma escrita o verbal, la presencia del asistente judicial del despacho. Las autoridades 
administrativas y judiciales deberán actuar de forma inmediata, dejando de lado cualquier otra 
ocupación. El incumplimiento de este deber se considerará falta grave para efectos disciplinarios. En 
todos los casos se levantará acta y se dejará constancia de lo sucedido. 
Solo en casos muy calificados, cuando el centro de trabajo se encuentre en lugares alejados y de 
difícil acceso, se comisionará a la autoridad de policía para que constate la presentación, en cuyo 
caso deberá instruírsele acerca de la forma de levantar el acta. La autoridad judicial dispondrá 
cualquier otra medida que juzgue razonable para la ejecución de lo dispuesto. 
(Modificado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016)"
código de trabajo costa rica,ARTICULO 575.-,"La parte trabajadora podrá solicitar la postergación de la reinstalación, si ello fuera 
necesario para permitir el preaviso de la conclusión de otra relación laboral contraída, caso en el cual 
se indicará al juzgado el día que reasumirá sus funciones, lo que no podrá exceder de un mes y 
quince días a partir de la notificación de la sentencia o resolución que ordene la reinstalación. 
(Modificado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016) 
CÓDIGO DE TRABAJO 
 
224 
Incluye las modificaciones de la Ley N° 9343 “Reforma Procesal Laboral”"
código de trabajo costa rica,ARTICULO 576.-,"La obligación de pagar los salarios caídos se mantendrá por todo el tiempo que la 
reinstalación no se cumpla por culpa de la parte empleadora. En este caso deberán pagarse, 
además, los daños y perjuicios que se causen con el incumplimiento. 
El juzgado ordenará que la persona trabajadora no reinstalada continúe percibiendo su salario con 
la misma periodicidad y cuantía que tenía antes del despido, con los incrementos salariales que se 
produzcan hasta la fecha de reinstalación en debida forma. Para tal fin, el órgano jurisdiccional 
despachará ejecución, en tantas ocasiones como fuera necesario, por una cantidad equivalente a 
seis meses de salario, y se harán efectivas a la parte acreedora, del producto de la ejecución, las 
retribuciones que fueran venciendo, hasta que, una vez efectuada la reinstalación en forma regular, 
acuerde la devolución al empleador o empleadora del saldo existente en ese momento. 
La parte trabajadora podrá optar, dentro de ese mismo lapso de ocho días, por la no reinstalación, a 
cambio, además de las otras prestaciones concedidas en la sentencia, del pago del preaviso y la 
cesantía que le correspondan por todo el tiempo laborado, incluido el transcurrido hasta la firmeza 
de la sentencia, solo si lo hace saber así al órgano dentro de los ocho días posteriores a la firmeza 
de la sentencia. 
Si la parte trabajadora no se presenta dentro del expresado lapso de ocho días, sin justa causa, y 
tampoco ejerce la opción indicada en el párrafo anterior, la respectiva resolución judicial se tornará 
ineficaz en cuanto al pago de salarios caídos a partir de la firmeza de la sentencia o resolución. En 
este caso, así como en el de la postergación, si el derecho a la reinstalación no se ejerce dentro del 
mes y quince días posteriores a esa firmeza, devendrá también en ineficaz. 
Si la parte trabajadora se viera imposibilitada de manera absoluta para reinstalarse, por un hecho 
ajeno a su voluntad, los salarios caídos se limitarán a la fecha del evento imposibilitante, salvo que 
el hecho fuera el resultado de un riesgo o enfermedad de trabajo o de una incapacidad médica, 
supuestos en los cuales se tendrá por operada la reinstalación para todo efecto. 
(Modificado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016)"
código de trabajo costa rica,ARTICULO 577.-,"La negativa a la reinstalación será sancionada con la multa establecida en el inciso 
6) del artículo 398. En el caso de servidores públicos, la negativa constituirá falta grave, justificativa 
del despido o re- moción del funcionario que incumplió la orden. 
Tratándose de representantes de las personas trabajadoras que no hayan sido reinstaladas, se 
ordenará al empleador o empleadora abstenerse de limitar la labor de representación que venía 
desarrollando en el seno de la empresa, así como todas sus funciones protegidas por la legislación 
nacional y se advertirá al empleador o empleadora que, de impedir u oponer algún obstáculo a dicho 
CÓDIGO DE TRABAJO 
 
225 
Incluye las modificaciones de la Ley N° 9343 “Reforma Procesal Laboral” 
ejercicio, su conducta, además de lo dispuesto en el párrafo anterior, dará derecho a la declaratoria 
de huelga legal, siempre y cuando se cumplan los requisitos exigidos para tal efecto. 
CAPÍTULO UNDÉCIMO 
Corrección y medios de impugnación de las resoluciones 
(Adicionado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016) 
SECCIÓN I 
Adición, aclaración y correcciones"
código de trabajo costa rica,ARTÍCULO 578.-,"Las sentencias, cualquiera que sea su naturaleza, pueden corregirse mediante 
adiciones o aclaraciones, de oficio o a solicitud de parte. La corrección de oficio podrá hacerse en 
cualquier momento, pero antes de la notificación del pronunciamiento a las partes. La solicitud de la 
parte deberá hacerse dentro de los tres días siguientes a esa notificación. 
La adición y aclaración se limitará a las omisiones u oscuridades de la parte dispositiva de la 
sentencia y a las contradicciones que puedan existir entre la parte considerativa y la dispositiva. El 
término para interponer el re- curso que proceda quedará interrumpido y comenzará a correr de 
nuevo con la notificación del pronunciamiento que recaiga. 
Las demás resoluciones escritas pueden también ser aclaradas o adicionadas de oficio antes de su 
notificación y las partes pueden pedir adiciones, aclaraciones o correcciones dentro del indicado 
término de tres días. En estos casos, la valoración de la solicitud queda a discreción del órgano y la 
presentación no interrumpe los plazos con- cedidos en la resolución. 
(Modificado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016)"
código de trabajo costa rica,ARTICULO 579.-,"Los errores materiales y las imperfecciones resultantes en el devenir del proceso 
que no impliquen nulidad podrán ser corregidos en cualquier momento, siempre y cuando sea 
necesario para orientar el curso normal del procedimiento o ejecutar el respectivo pronunciamiento 
y que la corrección no implique una modificación substancial de lo ya resuelto.  
(Modificado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016) 
SECCIÓN II 
Medios de impugnación y oportunidad para alegarlos"
código de trabajo costa rica,ARTÍCULO 580.-,"Contra las providencias escritas no cabrá recurso alguno, pero el órgano podrá 
dejarlas sin efecto o modificarlas dentro de los tres días siguientes a la notificación, de oficio o en 
CÓDIGO DE TRABAJO 
 
226 
Incluye las modificaciones de la Ley N° 9343 “Reforma Procesal Laboral” 
virtud de observaciones de las partes. Si estas se juzgaran improcedentes, será necesario dictar 
resolución. 
(Modificado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016)"
código de trabajo costa rica,ARTICULO 581.-,"Los autos escritos admiten el recurso de revocatoria, cuyo plazo de presentación 
se fija en tres días. Con igual término contará el órgano para resolver el recurso. 
(Modificado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016)"
código de trabajo costa rica,ARTICULO 582.-,"Las observaciones de las partes a las providencias adoptadas en las audiencias y 
la solicitud de revocatoria de los autos dictados en esa misma actividad procesal deberán hacerse 
de forma oral e inmediata, antes de pasarse a una etapa o fase posterior, y el órgano las resolverá 
y comunicará en ese mismo momento y forma, salvo que sea necesario suspender la audiencia para 
el estudio de la cuestión, según quedó dispuesto. 
(Modificado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016)"
código de trabajo costa rica,ARTICULO 583.-,"Además de los pronunciamientos expresamente señalados por este Código, 
únicamente son apelables las resoluciones que: 
1) Declaren con lugar las excepciones previas de incompetencia por razón del territorio, 
litispendencia, improcedencia del proceso elegido y falta de capacidad de la parte, inexistencia o 
insuficiencia de la representación. 
2) Resuelvan sobre las excepciones de incompetencia por la materia. 
3) Denieguen o rechacen pruebas. 
4) Desestimen las pretensiones de nulidad deducidas antes de la sentencia, inclusive durante la 
audiencia. 
5) Resuelvan los procedimientos incidentales, incluidos los autónomos, como las tercerías, y los de 
nulidad cuando el vicio debe ser alegado en esa vía. 
6) Acuerden la intervención en el proceso de sucesores procesales, de sustitutos procesales o de 
terceros. 
7) Le pongan término al proceso mediante solución normal o anormal, excepto cuando la ley le 
acuerde eficacia de cosa juzgada material al pronunciamiento. 
8) Emitan el pronunciamiento final en la ejecución de la sentencia. 
CÓDIGO DE TRABAJO 
 
227 
Incluye las modificaciones de la Ley N° 9343 “Reforma Procesal Laboral” 
9) Aprueben el remate y ordenen su ejecución. 
10) Denieguen, revoquen o dispongan la cancelación de medidas cautelares o anticipadas. 
11) Ordenen la suspensión, inadmisibilidad, improcedencia y archivo del proceso. 
12) Denieguen el procedimiento elegido por la parte. 
13) Resuelvan de forma no contenciosa sobre la adjudicación de las prestaciones de personas 
fallecidas. 
14) En los procesos de menor cuantía, las sentencias y demás resoluciones que le pongan término 
al proceso. 
(Modificado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016)"
código de trabajo costa rica,ARTICULO 584.-,"Las apelaciones contra las resoluciones interlocutorias escritas se formularán de 
esa misma manera ante el órgano que dictó el pronunciamiento, dentro de tres días, y las que 
procedan contra las orales dictadas en audiencia deberán interponerse en el mismo acto de la 
notificación y deberá dejarse constancia de su interposición y motivación en el acta. 
(Modificado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016)"
código de trabajo costa rica,ARTÍCULO 585.-,"Las apelaciones admisibles contra autos y sentencias interlocutorias, que impidan 
el curso del procedimiento, se tramitarán de forma inmediata. Cuando versen sobre autos 
denegatorios de prueba o resoluciones producidas en la audiencia cuyo efecto directo no sea el de 
la paralización o terminación del proceso, la interposición del recurso no impedirá la continuación de 
la actividad y el dictado de la sentencia, y se tendrá por interpuesto con efectos diferidos y 
condicionado a que el pronunciamiento final sea recurrido de forma legal y oportuna. En tal caso, la 
apelación solo se tomará en cuenta si: 
1) El punto objeto de la impugnación trasciende al resultado de la sentencia y la parte que interpuso 
la apelación figure como recurrente de la sentencia y reitere en su recurso aquella apelación. 
2) La sentencia admite el recurso de casación, el motivo de disconformidad pueda ser parte o 
constituya uno de los vicios deducibles como motivos de casación. 
3) La parte que lo interpuso no figure como impugnante por haber resultado victoriosa y con motivo 
de la procedencia del recurso de cualquier otro litigante la objeción recobre interés. En ese supuesto, 
se le tendrá como apelación eventual. 
(Modificado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016) 
CÓDIGO DE TRABAJO 
 
228 
Incluye las modificaciones de la Ley N° 9343 “Reforma Procesal Laboral”"
código de trabajo costa rica,ARTICULO 586.-,"Procede el recurso para ante el órgano de casación contra la sentencia del proceso 
ordinario y también, salvo disposición expresa en contrario, contra los demás pronunciamientos con 
autoridad de cosa juzgada material, por razones procesales y sustantivas, siempre y cuando en el 
proceso en que se dicten sea inestimable o, en caso contrario, de una cuantía determinada 
exclusivamente por el valor de las pretensiones no accesorias, que sea superior al monto fijado por 
la Corte Suprema de Justicia para la procedencia del recurso de casación, según la competencia 
otorgada al efecto por la Ley N° 7333, Ley Orgánica del Poder Judicial, de 5 de mayo de 1993. En 
los demás casos, así como en los procesos por riesgos de trabajo, cualquiera sea su cuantía, la 
sentencia admite únicamente el recurso de apelación para ante el tribunal de apelaciones 
competente. 
Los recursos de casación y de apelación deberán ser presentados ante el juzgado; el primero dentro 
de diez días y el segundo dentro de tres días, a partir de la notificación de la sentencia. 
(Modificado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016)"
código de trabajo costa rica,ARTÍCULO 587.-,"Por razones procesales será admisible cuando se invoque: 
1.- Cualquiera de los vicios por los cuales procede la nulidad de actuaciones, siempre y cuando estos 
hayan sido alegados en alguna de las fases precedentes del proceso y la reclamación se haya 
desestimado. 
2.- Incongruencia de la sentencia u oscuridad absoluta de esta última parte. En los supuestos de 
incongruencia, el recurso solo es admisible cuando se ha agotado el trámite de la adición o 
aclaración. 
3.- Falta de determinación, clara y precisa, de los hechos acreditados por el juzgado. 
4.- Haberse fundado la sentencia en medios probatorios ilegítimos o introducidos ilegalmente al pro- 
ceso. 
5.- Falta de fundamento o fundamento insuficiente de la sentencia. 
6.- Haberse dictado la sentencia con inobservancia de las reglas establecidas en el párrafo tercero 
del artículo 537.  
(Modificado el inciso 6), mediante Ley Nº 9884 del 20 de agosto del 2020, publicado en el Alcance 
N° 249, a La Gaceta Nº 233 de 21 de setiembre del 2020) 
(Modificado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016) 
CÓDIGO DE TRABAJO 
 
229 
Incluye las modificaciones de la Ley N° 9343 “Reforma Procesal Laboral”"
código de trabajo costa rica,ARTICULO 588.-,"Podrá alegarse, como base del recurso de casación por el fondo, toda violación 
sustancial del ordenamiento jurídico, tanto la directa como la resultante de una incorrecta o ilegítima 
aplicación del régimen probatorio. El órgano de casación también podrá hacer una valoración de las 
pruebas de forma integral; para ello, la audiencia debe ser grabada en audio y/o video. 
(Modificado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016)"
código de trabajo costa rica,ARTICULO 589.-,"No podrán ser objeto de apelación o casación cuestiones que no hayan sido 
propuestas ni de- batidas oportunamente por los litigantes y la sentencia que se dicte no podrá 
abrazar otros puntos distintos de los planteados en el recurso, salvo las nulidades, correcciones o 
reposiciones que procedan por iniciativa del órgano. 
(Modificado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016) 
SECCIÓN III 
Formalidades y trámite de los recursos de apelación y casación"
código de trabajo costa rica,ARTÍCULO 590.-,"El escrito en que se interponga el recurso de apelación deberá contener, bajo pena 
de ser declarado inadmisible, las razones claras y precisas que ameritan la revocatoria del 
pronunciamiento, incluidas las alegaciones de nulidad concomitante que se estimen de interés. 
El de casación deberá puntualizar en esa misma forma los motivos por los cuales se estima que el 
ordenamiento jurídico ha sido violentado y por los cuales procede la nulidad y eventual revocatoria 
de la sentencia impugnada; primero se harán las reclamaciones formales y después las sustanciales. 
En ningún caso será necesario citar las normas jurídicas que se consideran violadas, pero la 
reclamación debe ser clara en las razones por las cuales la parte se considera afectada. Los errores 
que se puedan cometer en la mención de normas no serán motivos para decretar la inadmisibilidad 
del recurso. 
Si hubiera apelación reservada deberá mantenerse el agravio respectivo. 
Los motivos del recurso no podrán modificarse o ampliarse y delimitarán el debate a su respecto y 
la competencia del órgano de alzada para resolver. 
(Modificado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016)"
código de trabajo costa rica,ARTICULO 591.-,"En la apelación no reservada y en la casación, interpuesto el recurso en tiempo, 
se emplazará a la parte o partes recurridas para que presenten dentro de tres días ante el mismo 
juzgado la expresión de sus agravios en relación con los motivos argumentados. Cuando el órgano 
CÓDIGO DE TRABAJO 
 
230 
Incluye las modificaciones de la Ley N° 9343 “Reforma Procesal Laboral” 
superior se halle ubicado en una circunscripción territorial diferente, en la misma resolución 
prevendrá a todas las partes que atienden notificaciones en un lugar determinado y no por un medio 
electrónico de comunicación, hacer el respectivo señalamiento para recibir esas notificaciones en el 
tribunal que conoce del recurso y les hará las advertencias correspondientes, en el caso de que no 
lo hagan. 
El señalamiento de medios electrónicos valdrá para todas las instancias. 
El expediente se remitirá al órgano correspondiente, una vez transcurrido el término del 
emplazamiento. 
El recurso extemporáneo será rechazado de plano por el juzgado. 
(Modificado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016)"
código de trabajo costa rica,ARTICULO 592.-,"El tribunal se pronunciará sobre la apelación dentro de los quince días posteriores 
al recibo de los autos. 
En primer término revisará la procedencia formal del recurso, el procedimiento y las cuestiones de 
nulidad pro- puestas y podrá acordar nulidades únicamente en el caso de que los defectos 
constituyan vicios esenciales al debido proceso. En todos los casos dispondrá las correcciones que 
sean necesarias y conservará todas las actuaciones no afectadas por el vicio o que sea posible 
subsanar. 
Enseguida, si no fuera del caso declarar la inadmisibilidad de la alzada o alguna nulidad, reposición 
o corrección de trámites, emitirá el pronunciamiento correspondiente a los demás agravios del 
recurso. 
(Modificado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016)"
código de trabajo costa rica,ARTICULO 593.-,"Recibido el expediente por el órgano de casación, si no fuera del caso declarar la 
inadmisibilidad del recurso, se dictará sentencia dentro del mes siguiente. Cuando se ordene alguna 
prueba documental, una vez recibidas las piezas probatorias, se le dará traslado de ellas a la parte 
interesada por tres días. 
En los casos en que sea necesario para la aplicación del principio de inmediación, las pruebas 
ordenadas se recibirán en audiencia oral con citación de las partes. El expresado plazo correrá 
después del traslado o de la audiencia. Lo dispuesto en esta norma será aplicable en lo pertinente 
en el trámite del recurso de apelación.  
CÓDIGO DE TRABAJO 
 
231 
Incluye las modificaciones de la Ley N° 9343 “Reforma Procesal Laboral” 
(Modificado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016)"
código de trabajo costa rica,ARTICULO 594.-,"Ante el órgano de casación solo podrán presentarse u ordenarse para mejor 
proveer pruebas documentales y técnicas que puedan ser de influencia decisiva, según calificación 
discrecional del órgano. Las últimas se evacuarán con prontitud y el costo de las peritaciones no 
oficiales deberá cubrirlo la parte que ha solicitado la probanza. Tales probanzas serán trasladadas a 
las partes por tres días. 
(Modificado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016)"
código de trabajo costa rica,ARTICULO 595.-,"Al dictarse sentencia se procederá de la siguiente manera: 
En primer lugar se resolverán las cuestiones relativas al procedimiento. Si se considera procedente 
la nulidad de la sentencia, se puntualizarán los vicios o defectos omitidos y se devolverá el 
expediente al tribunal para que, hecha cualquier reposición ordenada, se repita la audiencia y se 
dicte de nuevo, salvo que la nulidad se alegue desde la primera instancia, por lo que se devolverá el 
expediente al juzgado. 
Cuando proceda la nulidad por el fondo, se casará la sentencia, total o parcialmente, y en la misma 
resolución se fallará el proceso o se resolverá sobre la parte anulada, cuando no exista impedimento 
para suplir la resolución correspondiente con base en lo substanciado. 
En el caso contrario se declarará sin lugar el recurso y se devolverá el expediente al juzgado. 
La nulidad de la sentencia solo se decretará cuando no sea posible corregir el error u omisión con 
base en el expediente y con respeto del principio de inmediación. 
(Modificado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016)"
